,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
47628,NAC,North America and the Caribbean,CAN,Canada,1995,All,Age_all,[All],210733.0,100.0,506.51922474,711.78912454
47692,NAC,North America and the Caribbean,CAN,Canada,1996,All,Age_all,[All],212859.0,100.0,504.88446944,717.37569889
47754,NAC,North America and the Caribbean,CAN,Canada,1997,All,Age_all,[All],215668.0,100.0,497.20204634,718.68970458
47817,NAC,North America and the Caribbean,CAN,Canada,1998,All,Age_all,[All],218091.0,100.0,488.95145907,720.99983298
47882,NAC,North America and the Caribbean,CAN,Canada,1999,All,Age_all,[All],219530.0,100.0,479.10171809,719.55054525
47964,NAC,North America and the Caribbean,CAN,Canada,2000,All,Age_all,[All],218062.0,100.0,462.88890555,708.20426624
48048,NAC,North America and the Caribbean,CAN,Canada,2001,All,Age_all,[All],219538.0,100.0,455.14674084,707.70195567
48132,NAC,North America and the Caribbean,CAN,Canada,2002,All,Age_all,[All],223603.0,100.0,450.09181675,712.73369965
48228,NAC,North America and the Caribbean,CAN,Canada,2003,All,Age_all,[All],226169.0,100.0,442.90369517,714.16188941
48277,NAC,North America and the Caribbean,CAN,Canada,2004,All,Age_all,[All],226584.0,100.0,431.36207026,708.3084319
48321,NAC,North America and the Caribbean,CAN,Canada,2005,All,Age_all,[All],230132.0,100.0,426.29217858,712.49408969
48384,NAC,North America and the Caribbean,CAN,Canada,2006,All,Age_all,[All],228079.0,100.0,409.84075343,700.98377579
48447,NAC,North America and the Caribbean,CAN,Canada,2007,All,Age_all,[All],235217.0,100.0,408.75300895,714.27673441
48529,NAC,North America and the Caribbean,CAN,Canada,2008,All,Age_all,[All],238617.0,100.0,401.39246598,715.75856694
48576,NAC,North America and the Caribbean,CAN,Canada,2009,All,Age_all,[All],238418.0,100.0,389.10085583,706.50549087
48636,NAC,North America and the Caribbean,CAN,Canada,2010,All,Age_all,[All],240075.0,100.0,379.38740285,703.05161446
48699,NAC,North America and the Caribbean,CAN,Canada,2011,All,Age_all,[All],242074.0,100.0,370.23388212,700.86825218
48762,NAC,North America and the Caribbean,CAN,Canada,2012,All,Age_all,[All],246596.0,100.0,367.05089817,706.13306271
48825,NAC,North America and the Caribbean,CAN,Canada,2013,All,Age_all,[All],252338.0,100.0,365.18857029,714.90884316
48888,NAC,North America and the Caribbean,CAN,Canada,2014,All,Age_all,[All],258821.0,100.0,364.68934914,725.71375714
48951,NAC,North America and the Caribbean,CAN,Canada,2015,All,Age_all,[All],264333.0,100.0,362.79079432,733.71465078
49014,NAC,North America and the Caribbean,CAN,Canada,2016,All,Age_all,[All],267213.0,100.0,359.01393142,734.44578866
49081,NAC,North America and the Caribbean,CAN,Canada,2017,All,Age_all,[All],276689.0,100.0,360.73990991,753.26223566
49159,NAC,North America and the Caribbean,CAN,Canada,2018,All,Age_all,[All],283706.0,100.0,360.58764156,765.23088796
49270,CSA,Central and South America,CHL,Chile,1955,All,Age_all,[All],87843.0,100.0,1509.1200684,1293.7113402
49285,NAC,North America and the Caribbean,CAN,Canada,2019,All,Age_all,[All],284082.0,100.0,352.07268699,759.35324665
49330,CSA,Central and South America,CHL,Chile,1956,All,Age_all,[All],84199.0,100.0,1406.6865807,1209.7557471
49393,CSA,Central and South America,CHL,Chile,1957,All,Age_all,[All],91506.0,100.0,1484.5922791,1281.5966387
49486,CSA,Central and South America,CHL,Chile,1958,All,Age_all,[All],88930.0,100.0,1367.4464822,1218.5530282
49519,CSA,Central and South America,CHL,Chile,1959,All,Age_all,[All],94491.0,100.0,1480.6411921,1265.787006
49582,CSA,Central and South America,CHL,Chile,1960,All,Age_all,[All],95486.0,100.0,1411.8796723,1251.7829051
49669,CSA,Central and South America,CHL,Chile,1961,All,Age_all,[All],91348.0,100.0,1362.2669552,1162.4692992
49707,CSA,Central and South America,CHL,Chile,1962,All,Age_all,[All],94874.0,100.0,1364.9323714,1181.6415494
49780,CSA,Central and South America,CHL,Chile,1963,All,Age_all,[All],98293.0,100.0,1451.4981103,1195.473176
49834,CSA,Central and South America,CHL,Chile,1964,All,Age_all,[All],94058.0,100.0,1315.3507249,1113.0992533
49897,CSA,Central and South America,CHL,Chile,1965,All,Age_all,[All],91648.0,100.0,1345.211156,1080.2451674
49959,CSA,Central and South America,CHL,Chile,1966,All,Age_all,[All],90489.0,100.0,1305.3885026,1044.7869761
50032,CSA,Central and South America,CHL,Chile,1967,All,Age_all,[All],86840.0,100.0,1258.1927392,982.57524327
50086,CSA,Central and South America,CHL,Chile,1968,All,Age_all,[All],84560.0,100.0,1239.7899839,937.98183048
50167,CSA,Central and South America,CHL,Chile,1969,All,Age_all,[All],84680.0,100.0,1237.4347319,921.23585727
50211,CSA,Central and South America,CHL,Chile,1970,All,Age_all,[All],83166.0,100.0,1162.2512923,887.71001003
50274,CSA,Central and South America,CHL,Chile,1971,All,Age_all,[All],83240.0,100.0,1171.7124819,872.04307834
50338,CSA,Central and South America,CHL,Chile,1972,All,Age_all,[All],88658.0,100.0,1233.4252682,911.90356191
50400,CSA,Central and South America,CHL,Chile,1973,All,Age_all,[All],82988.0,100.0,1142.7605999,838.33037013
50463,CSA,Central and South America,CHL,Chile,1974,All,Age_all,[All],78284.0,100.0,1027.8094175,776.92758111
50526,CSA,Central and South America,CHL,Chile,1975,All,Age_all,[All],74182.0,100.0,979.81914864,727.2745098
50587,CSA,Central and South America,CHL,Chile,1976,All,Age_all,[All],79389.0,100.0,1038.4716428,765.56412729
50652,CSA,Central and South America,CHL,Chile,1977,All,Age_all,[All],73541.0,100.0,959.82990803,697.07109005
50715,CSA,Central and South America,CHL,Chile,1978,All,Age_all,[All],72321.0,100.0,929.95780691,674.00745573
50778,CSA,Central and South America,CHL,Chile,1979,All,Age_all,[All],74178.0,100.0,923.81565188,679.44126403
50841,CSA,Central and South America,CHL,Chile,1980,All,Age_all,[All],73710.0,100.0,899.55691343,663.69529984
50904,CSA,Central and South America,CHL,Chile,1981,All,Age_all,[All],69871.0,100.0,836.59556405,618.6559235
50967,CSA,Central and South America,CHL,Chile,1982,All,Age_all,[All],69928.0,100.0,823.91950162,608.75772613
51069,CSA,Central and South America,CHL,Chile,1983,All,Age_all,[All],74428.0,100.0,879.7106251,625.02729267
51093,CSA,Central and South America,CHL,Chile,1984,All,Age_all,[All],74669.0,100.0,855.14718234,628.60630551
51156,CSA,Central and South America,CHL,Chile,1985,All,Age_all,[All],73534.0,100.0,842.03147871,610.85912708
51219,CSA,Central and South America,CHL,Chile,1986,All,Age_all,[All],72209.0,100.0,802.15734625,590.57004989
51282,CSA,Central and South America,CHL,Chile,1987,All,Age_all,[All],70559.0,100.0,763.84499575,562.80609396
51347,CSA,Central and South America,CHL,Chile,1988,All,Age_all,[All],74435.0,100.0,747.13719045,583.8497137
51409,CSA,Central and South America,CHL,Chile,1989,All,Age_all,[All],75453.0,100.0,744.28417383,582.15415477
51471,CSA,Central and South America,CHL,Chile,1990,All,Age_all,[All],78434.0,100.0,762.23283193,596.27489737
51535,CSA,Central and South America,CHL,Chile,1991,All,Age_all,[All],74862.0,100.0,708.66201955,561.93843313
51597,CSA,Central and South America,CHL,Chile,1992,All,Age_all,[All],74090.0,100.0,683.86242838,544.77941176
51661,CSA,Central and South America,CHL,Chile,1993,All,Age_all,[All],76261.0,100.0,686.50739416,553.74349218
51725,CSA,Central and South America,CHL,Chile,1994,All,Age_all,[All],75445.0,100.0,661.36440061,539.13161543
51787,CSA,Central and South America,CHL,Chile,1995,All,Age_all,[All],78531.0,100.0,663.28442559,546.07977016
51859,CSA,Central and South America,CHL,Chile,1996,All,Age_all,[All],79123.0,100.0,644.36572265,542.40757587
51926,CSA,Central and South America,CHL,Chile,1997,All,Age_all,[All],78472.0,100.0,617.82082923,530.71035058
51975,CSA,Central and South America,CHL,Chile,1998,All,Age_all,[All],80257.0,100.0,612.48181348,535.84210641
52045,CSA,Central and South America,CHL,Chile,1999,All,Age_all,[All],81984.0,100.0,607.14059938,540.69169283
52125,CSA,Central and South America,CHL,Chile,2000,All,Age_all,[All],78814.0,100.0,565.87455831,513.70216811
52164,CSA,Central and South America,CHL,Chile,2001,All,Age_all,[All],81871.0,100.0,564.97251763,527.65148075
52234,CSA,Central and South America,CHL,Chile,2002,All,Age_all,[All],81079.0,100.0,539.29291262,516.94010275
52290,CSA,Central and South America,CHL,Chile,2003,All,Age_all,[All],83672.0,100.0,537.9813144,527.91064435
52353,CSA,Central and South America,CHL,Chile,2004,All,Age_all,[All],86138.0,100.0,534.99639919,537.85923184
52416,CSA,Central and South America,CHL,Chile,2005,All,Age_all,[All],86102.0,100.0,516.73287866,532.0613264
52479,CSA,Central and South America,CHL,Chile,2006,All,Age_all,[All],85639.0,100.0,494.00391596,523.64168305
52534,CSA,Central and South America,CHL,Chile,2007,All,Age_all,[All],89558.0,100.0,496.72225089,541.78429232
52608,CSA,Central and South America,CHL,Chile,2008,All,Age_all,[All],86783.0,100.0,465.60432875,519.40184309
52671,CSA,Central and South America,CHL,Chile,2009,All,Age_all,[All],91965.0,100.0,475.92107261,544.61676544
52734,CSA,Central and South America,CHL,Chile,2010,All,Age_all,[All],97930.0,100.0,487.29810376,573.94750698
52794,CSA,Central and South America,CHL,Chile,2011,All,Age_all,[All],94985.0,100.0,455.8538349,551.16245172
52857,CSA,Central and South America,CHL,Chile,2012,All,Age_all,[All],98711.0,100.0,455.52160125,567.29328444
52920,CSA,Central and South America,CHL,Chile,2013,All,Age_all,[All],99769.0,100.0,445.35728454,567.78852263
53004,CSA,Central and South America,CHL,Chile,2014,All,Age_all,[All],101960.0,100.0,439.69578476,574.13275181
53088,CSA,Central and South America,CHL,Chile,2015,All,Age_all,[All],103327.0,100.0,430.40994704,575.01792079
53159,CSA,Central and South America,CHL,Chile,2016,All,Age_all,[All],104026.0,100.0,417.92300342,571.28678964
53256,CSA,Central and South America,CHL,Chile,2017,All,Age_all,[All],106388.0,100.0,410.44097394,575.99064105
53340,CSA,Central and South America,CHL,Chile,2018,All,Age_all,[All],106796.0,100.0,399.39538499,570.21243879
53424,CSA,Central and South America,COL,Colombia,1953,All,Age_all,[All],163653.0,100.0,1484.6754631,1259.465927
53490,CSA,Central and South America,COL,Colombia,1954,All,Age_all,[All],150761.0,100.0,1397.3599225,1127.2241519
53550,CSA,Central and South America,COL,Colombia,1955,All,Age_all,[All],161863.0,100.0,1435.719445,1278.8417476
53613,CSA,Central and South America,COL,Colombia,1956,All,Age_all,[All],171984.0,100.0,1505.6181225,1367.0137509
53676,CSA,Central and South America,COL,Colombia,1957,All,Age_all,[All],173873.0,100.0,1465.3825932,1314.4811945
53739,CSA,Central and South America,COL,Colombia,1958,All,Age_all,[All],173681.0,100.0,1361.8345524,1199.7775644
53817,CSA,Central and South America,COL,Colombia,1959,All,Age_all,[All],176834.0,100.0,1376.5123553,1183.7783922
53868,CSA,Central and South America,COL,Colombia,1960,All,Age_all,[All],183102.0,100.0,1388.6846693,1187.7400104
53947,CSA,Central and South America,COL,Colombia,1961,All,Age_all,[All],175612.0,100.0,1332.3612436,1103.9225547
53994,CSA,Central and South America,COL,Colombia,1962,All,Age_all,[All],177208.0,100.0,1302.9025469,1079.4176768
54069,CSA,Central and South America,COL,Colombia,1963,All,Age_all,[All],176898.0,100.0,1256.7101949,1044.2004604
54132,CSA,Central and South America,COL,Colombia,1964,All,Age_all,[All],175346.0,100.0,1225.1045599,1002.8367172
54180,CSA,Central and South America,COL,Colombia,1965,All,Age_all,[All],178372.0,100.0,1222.507966,991.17581685
54242,CSA,Central and South America,COL,Colombia,1966,All,Age_all,[All],174712.0,100.0,1213.2883991,946.02555772
54309,CSA,Central and South America,COL,Colombia,1967,All,Age_all,[All],179676.0,100.0,1202.8993187,947.86319827
54388,CSA,Central and South America,COL,Colombia,1968,All,Age_all,[All],169083.0,100.0,1151.76767,868.78532525
54439,CSA,Central and South America,COL,Colombia,1969,All,Age_all,[All],153878.0,100.0,1017.5968105,770.00215171
54498,CSA,Central and South America,COL,Colombia,1972,All,Age_all,[All],160380.0,100.0,1025.6423755,740.1698357
54559,CSA,Central and South America,COL,Colombia,1974,All,Age_all,[All],163096.0,100.0,1081.9261599,692.89372687
54621,CSA,Central and South America,COL,Colombia,1975,All,Age_all,[All],153238.0,100.0,1019.530558,636.75367404
54685,CSA,Central and South America,COL,Colombia,1976,All,Age_all,[All],153966.0,100.0,979.97611271,625.67170429
54737,CSA,Central and South America,COL,Colombia,1977,All,Age_all,[All],145426.0,100.0,900.53708122,577.90037531
54828,CSA,Central and South America,COL,Colombia,1984,All,Age_all,[All],137189.0,100.0,862.80313325,488.04687333
54876,CSA,Central and South America,COL,Colombia,1985,All,Age_all,[All],153947.0,100.0,951.32269209,536.14289993
54939,CSA,Central and South America,COL,Colombia,1986,All,Age_all,[All],146346.0,100.0,881.62458944,499.05029514
55002,CSA,Central and South America,COL,Colombia,1987,All,Age_all,[All],151957.0,100.0,766.64038189,487.11328169
55062,CSA,Central and South America,COL,Colombia,1988,All,Age_all,[All],153069.0,100.0,753.05642513,481.00834236
55125,CSA,Central and South America,COL,Colombia,1989,All,Age_all,[All],154694.0,100.0,736.49502947,476.60480556
55188,CSA,Central and South America,COL,Colombia,1990,All,Age_all,[All],154685.0,100.0,716.05837255,467.28993137
55251,CSA,Central and South America,COL,Colombia,1991,All,Age_all,[All],163692.0,100.0,722.68094123,484.89355385
55314,CSA,Central and South America,COL,Colombia,1992,All,Age_all,[All],167743.0,100.0,741.50840295,494.95143225
55377,CSA,Central and South America,COL,Colombia,1993,All,Age_all,[All],168647.0,100.0,727.86626273,488.31950244
55440,CSA,Central and South America,COL,Colombia,1994,All,Age_all,[All],168568.0,100.0,711.13805696,479.18994135
55506,CSA,Central and South America,COL,Colombia,1995,All,Age_all,[All],169896.0,100.0,668.13976182,466.47252094
55566,CSA,Central and South America,COL,Colombia,1996,All,Age_all,[All],173506.0,100.0,664.70898529,467.9690068
55629,CSA,Central and South America,COL,Colombia,1997,All,Age_all,[All],170532.0,100.0,625.52132816,452.05414089
55695,CSA,Central and South America,COL,Colombia,1998,All,Age_all,[All],175363.0,100.0,599.66073024,457.09933157
55777,CSA,Central and South America,COL,Colombia,1999,All,Age_all,[All],183553.0,100.0,629.5755447,470.65510196
55862,CSA,Central and South America,COL,Colombia,2000,All,Age_all,[All],187276.0,100.0,623.34172882,472.5615726
55945,CSA,Central and South America,COL,Colombia,2001,All,Age_all,[All],191372.0,100.0,617.60600706,475.38790957
56028,CSA,Central and South America,COL,Colombia,2002,All,Age_all,[All],192074.0,100.0,600.98697957,469.90167181
56112,CSA,Central and South America,COL,Colombia,2003,All,Age_all,[All],189800.0,100.0,585.91739427,457.52723788
56196,CSA,Central and South America,COL,Colombia,2004,All,Age_all,[All],188781.0,100.0,565.69573118,448.6671782
56280,CSA,Central and South America,COL,Colombia,2005,All,Age_all,[All],188837.0,100.0,553.74725949,442.78331108
56364,CSA,Central and South America,COL,Colombia,2006,All,Age_all,[All],192814.0,100.0,547.14354179,446.31943638
56448,CSA,Central and South America,COL,Colombia,2007,All,Age_all,[All],191663.0,100.0,528.07937729,438.21190028
56554,CSA,Central and South America,COL,Colombia,2008,All,Age_all,[All],196748.0,100.0,524.43329887,444.57826493
56616,CSA,Central and South America,COL,Colombia,2009,All,Age_all,[All],196683.0,100.0,507.0515832,439.51455343
56700,CSA,Central and South America,COL,Colombia,2010,All,Age_all,[All],200522.0,100.0,502.65175014,443.41005734
56784,CSA,Central and South America,COL,Colombia,2011,All,Age_all,[All],195823.0,100.0,474.91447775,428.84628845
56868,CSA,Central and South America,COL,Colombia,2012,All,Age_all,[All],199756.0,100.0,468.76073402,433.53855061
56952,CSA,Central and South America,COL,Colombia,2013,All,Age_all,[All],203071.0,100.0,461.30776842,436.75416024
57036,CSA,Central and South America,COL,Colombia,2014,All,Age_all,[All],210051.0,100.0,461.40658205,447.22440718
57120,CSA,Central and South America,COL,Colombia,2015,All,Age_all,[All],219472.0,100.0,464.98223575,461.8453693
57204,CSA,Central and South America,COL,Colombia,2016,All,Age_all,[All],223078.0,100.0,455.18234941,463.05710267
57288,CSA,Central and South America,COL,Colombia,2017,All,Age_all,[All],227624.0,100.0,446.93877519,465.39511201
57372,CSA,Central and South America,COL,Colombia,2018,All,Age_all,[All],236932.0,100.0,448.5254724,477.09826824
57456,CSA,Central and South America,COL,Colombia,2019,All,Age_all,[All],244355.0,100.0,446.57511652,485.41458832
57538,CSA,Central and South America,CRI,Costa Rica,1961,All,Age_all,[All],9726.0,100.0,903.04236679,749.36435781
57603,CSA,Central and South America,CRI,Costa Rica,1962,All,Age_all,[All],10861.0,100.0,936.65505029,808.53122906
57665,CSA,Central and South America,CRI,Costa Rica,1963,All,Age_all,[All],11376.0,100.0,972.95181448,818.00532106
57729,CSA,Central and South America,CRI,Costa Rica,1964,All,Age_all,[All],12269.0,100.0,1002.7915703,852.5467306
57795,CSA,Central and South America,CRI,Costa Rica,1965,All,Age_all,[All],11649.0,100.0,993.2337498,781.91703584
57859,CSA,Central and South America,CRI,Costa Rica,1966,All,Age_all,[All],11379.0,100.0,968.236561,738.51246106
57918,CSA,Central and South America,CRI,Costa Rica,1967,All,Age_all,[All],11214.0,100.0,955.92173277,705.32737908
57981,CSA,Central and South America,CRI,Costa Rica,1968,All,Age_all,[All],10653.0,100.0,940.73884907,651.95838433
58044,CSA,Central and South America,CRI,Costa Rica,1969,All,Age_all,[All],11599.0,100.0,972.49332746,688.36795252
58107,CSA,Central and South America,CRI,Costa Rica,1970,All,Age_all,[All],11504.0,100.0,985.26840581,665.97198101
58170,CSA,Central and South America,CRI,Costa Rica,1971,All,Age_all,[All],10575.0,100.0,899.21400286,588.21893425
58234,CSA,Central and South America,CRI,Costa Rica,1972,All,Age_all,[All],10855.0,100.0,932.97467364,589.04927285
58296,CSA,Central and South America,CRI,Costa Rica,1973,All,Age_all,[All],9702.0,100.0,783.58816042,518.07550595
58360,CSA,Central and South America,CRI,Costa Rica,1974,All,Age_all,[All],9512.0,100.0,774.18127797,495.0041632
58422,CSA,Central and South America,CRI,Costa Rica,1975,All,Age_all,[All],9615.0,100.0,783.99759481,489.33787979
58486,CSA,Central and South America,CRI,Costa Rica,1976,All,Age_all,[All],9356.0,100.0,755.62633223,463.16831683
58548,CSA,Central and South America,CRI,Costa Rica,1977,All,Age_all,[All],8907.0,100.0,712.95360323,430.28985507
58612,CSA,Central and South America,CRI,Costa Rica,1978,All,Age_all,[All],8625.0,100.0,689.41762179,405.76778321
58674,CSA,Central and South America,CRI,Costa Rica,1979,All,Age_all,[All],9143.0,100.0,713.62517327,421.33640553
58738,CSA,Central and South America,CRI,Costa Rica,1980,All,Age_all,[All],9273.0,100.0,718.47970827,413.05122494
58803,CSA,Central and South America,CRI,Costa Rica,1981,All,Age_all,[All],8990.0,100.0,706.17363625,395.86085425
58866,CSA,Central and South America,CRI,Costa Rica,1982,All,Age_all,[All],9168.0,100.0,716.85027688,394.49225473
58929,CSA,Central and South America,CRI,Costa Rica,1983,All,Age_all,[All],9432.0,100.0,572.34954802,396.53577735
58982,CSA,Central and South America,CRI,Costa Rica,1984,All,Age_all,[All],9931.0,100.0,712.27293533,391.95642736
59039,CSA,Central and South America,CRI,Costa Rica,1985,All,Age_all,[All],10493.0,100.0,746.87207497,403.57692308
59115,CSA,Central and South America,CRI,Costa Rica,1986,All,Age_all,[All],10449.0,100.0,720.66455422,391.95018568
59178,CSA,Central and South America,CRI,Costa Rica,1987,All,Age_all,[All],10687.0,100.0,709.87575586,382.90935149
